BODIES
id, mass, x, y, Vx, Vy, moves
0, 1.989000e+30, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1
1, 5.972000e+24, 1.500000e+11, 0.000000e+00, 0.000000e+00, 2.985000e+04, 1
STEPSIZE: 8.640000e+04 sec
MOTION
timestep, id, x, y, Vx, Vy
328, 1, 8.109097e+10, -1.450552e+11, 2.450646e+04, 1.372331e+04
329, 0, 2.005692e+05, 2.987312e+06, -7.297252e-02, 4.733217e-02
329, 1, 8.319958e+10, -1.438538e+11, 2.430381e+04, 1.408582e+04
330, 0, 1.942914e+05, 2.991355e+06, -7.234822e-02, 4.625270e-02
330, 1, 8.529044e+10, -1.426213e+11, 2.409588e+04, 1.444534e+04
331, 0, 1.880681e+05, 2.995305e+06, -7.170819e-02, 4.518245e-02
331, 1, 8.736312e+10, -1.413578e+11, 2.388272e+04, 1.480179e+04
332, 0, 1.819009e+05, 2.999163e+06, -7.105259e-02, 4.412161e-02
332, 1, 8.941715e+10, -1.400637e+11, 2.366437e+04, 1.515511e+04
333, 0, 1.757909e+05, 3.002929e+06, -7.038152e-02, 4.307043e-02
333, 1, 9.145210e+10, -1.387391e+11, 2.344086e+04, 1.550521e+04
334, 0, 1.697396e+05, 3.006606e+06, -6.969514e-02, 4.202912e-02
334, 1, 9.346751e+10, -1.373845e+11, 2.321226e+04, 1.585202e+04
335, 0, 1.637483e+05, 3.010193e+06, -6.899358e-02, 4.099789e-02
335, 1, 9.546296e+10, -1.360001e+11, 2.297860e+04, 1.619547e+04
336, 0, 1.578182e+05, 3.013691e+06, -6.827698e-02, 3.997698e-02
336, 1, 9.743800e+10, -1.345861e+11, 2.273994e+04, 1.653549e+04
337, 0, 1.519506e+05, 3.017101e+06, -6.754550e-02, 3.896659e-02
337, 1, 9.939221e+10, -1.331429e+11, 2.249631e+04, 1.687201e+04
338, 0, 1.461469e+05, 3.020425e+06, -6.679927e-02, 3.796694e-02
338, 1, 1.013252e+11, -1.316707e+11, 2.224778e+04, 1.720494e+04
339, 0, 1.404084e+05, 3.023662e+06, -6.603845e-02, 3.697825e-02
339, 1, 1.032364e+11, -1.301700e+11, 2.199439e+04, 1.753423e+04
340, 0, 1.347361e+05, 3.026815e+06, -6.526320e-02, 3.600071e-02
340, 1, 1.051256e+11, -1.286410e+11, 2.173619e+04, 1.785981e+04
341, 0, 1.291315e+05, 3.029884e+06, -6.447367e-02, 3.503455e-02
341, 1, 1.069922e+11, -1.270840e+11, 2.147323e+04, 1.818159e+04
342, 0, 1.235957e+05, 3.032869e+06, -6.367003e-02, 3.407997e-02
342, 1, 1.088359e+11, -1.254994e+11, 2.120557e+04, 1.849952e+04
343, 0, 1.181299e+05, 3.035773e+06, -6.285243e-02, 3.313717e-02
343, 1, 1.106563e+11, -1.238875e+11, 2.093327e+04, 1.881352e+04
344, 0, 1.127354e+05, 3.038596e+06, -6.202104e-02, 3.220635e-02
344, 1, 1.124530e+11, -1.222486e+11, 2.065637e+04, 1.912353e+04
345, 0, 1.074133e+05, 3.041339e+06, -6.117605e-02, 3.128772e-02
345, 1, 1.142256e+11, -1.205831e+11, 2.037494e+04, 1.942949e+04
346, 0, 1.021647e+05, 3.044003e+06, -6.031760e-02, 3.038148e-02
346, 1, 1.159736e+11, -1.188913e+11, 2.008903e+04, 1.973132e+04
347, 0, 9.699096e+04, 3.046589e+06, -5.944589e-02, 2.948781e-02
347, 1, 1.176968e+11, -1.171737e+11, 1.979871e+04, 2.002895e+04
348, 0, 9.189305e+04, 3.049099e+06, -5.856110e-02, 2.860693e-02
348, 1, 1.193946e+11, -1.154305e+11, 1.950402e+04, 2.032234e+04
349, 0, 8.687216e+04, 3.051533e+06, -5.766339e-02, 2.773900e-02
349, 1, 1.210669e+11, -1.136622e+11, 1.920504e+04, 2.061140e+04
350, 0, 8.192937e+04, 3.053893e+06, -5.675297e-02, 2.688424e-02
350, 1, 1.227131e+11, -1.118691e+11, 1.890182e+04, 2.089609e+04
351, 0, 7.706578e+04, 3.056179e+06, -5.583001e-02, 2.604281e-02
351, 1, 1.243329e+11, -1.100515e+11, 1.859442e+04, 2.117633e+04
352, 0, 7.228248e+04, 3.058394e+06, -5.489470e-02, 2.521492e-02
352, 1, 1.259260e+11, -1.082100e+11, 1.828291e+04, 2.145206e+04
353, 0, 6.758051e+04, 3.060537e+06, -5.394724e-02, 2.440073e-02
353, 1, 1.274920e+11, -1.063448e+11, 1.796736e+04, 2.172323e+04
354, 0, 6.296091e+04, 3.062611e+06, -5.298782e-02, 2.360043e-02
354, 1, 1.290306e+11, -1.044564e+11, 1.764782e+04, 2.198977e+04
355, 0, 5.842472e+04, 3.064616e+06, -5.201665e-02, 2.281419e-02
355, 1, 1.305414e+11, -1.025452e+11, 1.732437e+04, 2.225163e+04
356, 0, 5.397293e+04, 3.066554e+06, -5.103392e-02, 2.204220e-02
356, 1, 1.320241e+11, -1.006115e+11, 1.699706e+04, 2.250875e+04
357, 0, 4.960655e+04, 3.068425e+06, -5.003983e-02, 2.128461e-02
357, 1, 1.334783e+11, -9.865587e+10, 1.666598e+04, 2.276107e+04
358, 0, 4.532653e+04, 3.070232e+06, -4.903460e-02, 2.054160e-02
358, 1, 1.349038e+11, -9.667863e+10, 1.633118e+04, 2.300853e+04
359, 0, 4.113384e+04, 3.071976e+06, -4.801843e-02, 1.981334e-02
359, 1, 1.363002e+11, -9.468021e+10, 1.599274e+04, 2.325108e+04
